"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"binman","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.3",NA,"R (>= 3.3)","rappdirs, yaml, httr, jsonlite, xml2, utils, stats,
assertthat, semver",NA,"testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"Biobase","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.66.0",NA,"R (>= 2.10), BiocGenerics (>= 0.27.1), utils","methods",NA,"tools, tkWidgets, ALL, RUnit, golubEsets, BiocStyle, knitr,
limma",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"biobroom","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.38.0",NA,"R (>= 3.0.0), broom","dplyr, tidyr, Biobase",NA,"limma, DESeq2, airway, ggplot2, plyr, GenomicRanges,
testthat, magrittr, edgeR, qvalue, knitr, data.table, MSnbase,
rmarkdown, SummarizedExperiment",NA,"LGPL",NA,NA,NA,NA,"no","4.4.1"
"BiocBaseUtils","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.0",NA,"R (>= 4.2.0)","methods, utils",NA,"knitr, rmarkdown, BiocStyle, tinytest",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BiocFileCache","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.14.0",NA,"R (>= 3.4.0), dbplyr (>= 1.0.0)","methods, stats, utils, dplyr, RSQLite, DBI, filelock, curl,
httr",NA,"testthat, knitr, BiocStyle, rmarkdown, rtracklayer",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BiocGenerics","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.52.0",NA,"R (>= 4.0.0), methods, utils, graphics, stats","methods, utils, graphics, stats",NA,"Biobase, S4Vectors, IRanges, S4Arrays, SparseArray,
DelayedArray, HDF5Array, GenomicRanges, pwalign, Rsamtools,
AnnotationDbi, affy, affyPLM, DESeq2, flowClust, MSnbase,
annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BiocIO","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.16.0",NA,"R (>= 4.3.0)","BiocGenerics, S4Vectors, methods, tools",NA,"testthat, knitr, rmarkdown, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BiocManager","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.30.26",NA,NA,"utils",NA,"BiocVersion, BiocStyle, remotes, rmarkdown, testthat, withr,
curl, knitr",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BiocNeighbors","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.0.1",NA,NA,"Rcpp, methods","Rcpp, assorthead","BiocParallel, testthat, BiocStyle, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.2"
"BiocParallel","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.40.2",NA,"methods, R (>= 3.5.0)","stats, utils, futile.logger, parallel, snow, codetools","BH, cpp11","BiocGenerics, tools, foreach, BBmisc, doParallel,
GenomicRanges, RNAseqData.HNRNPC.bam.chr14,
TxDb.Hsapiens.UCSC.hg19.knownGene, VariantAnnotation,
Rsamtools, GenomicAlignments, ShortRead, RUnit, BiocStyle,
knitr, batchtools, data.table","Rmpi","GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.3"
"BiocSingular","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.22.0",NA,NA,"BiocGenerics, S4Vectors, Matrix, methods, utils, DelayedArray,
BiocParallel, ScaledMatrix, irlba, rsvd, Rcpp, beachmat (>=
2.21.1)","Rcpp, beachmat, assorthead","testthat, BiocStyle, knitr, rmarkdown, ResidualMatrix",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"BiocStyle","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.34.0",NA,NA,"bookdown, knitr (>= 1.30), rmarkdown (>= 1.2), stats, utils,
yaml, BiocManager",NA,"BiocGenerics, RUnit, htmltools",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BiocVersion","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.20.0",NA,"R (>= 4.4.0)",NA,NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.0"
"biocViews","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.74.0",NA,"R (>= 3.6.0)","Biobase, graph (>= 1.9.26), methods, RBGL (>= 1.13.5), tools,
utils, XML, RCurl, RUnit, BiocManager",NA,"BiocGenerics, knitr, commonmark, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BioEnricher","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","5.0.0",NA,"R (>= 3.3.0)",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"biomaRt","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.62.1",NA,"methods","utils, AnnotationDbi, progress, stringr, httr2, digest,
BiocFileCache, rappdirs, xml2, curl",NA,"BiocStyle, knitr, mockery, rmarkdown, testthat, httptest2",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.2"
"biomformat","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.34.0",NA,"R (>= 3.2), methods","plyr (>= 1.8), jsonlite (>= 0.9.16), Matrix (>= 1.2), rhdf5",NA,"testthat (>= 0.10), knitr (>= 1.10), BiocStyle (>= 1.6),
rmarkdown (>= 0.7)",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"biorecap","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.1",NA,"R (>= 4.2.0)","dplyr, ollamar (>= 1.2.1), rlang, rmarkdown, tibble, tidyRSS,
tinytable",NA,"knitr, markdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"Biostrings","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.74.1",NA,"R (>= 4.0.0), BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.31.2), XVector (>= 0.37.1),
GenomeInfoDb","methods, utils, grDevices, stats, crayon","S4Vectors, IRanges, XVector","graphics, pwalign, BSgenome (>= 1.13.14),
BSgenome.Celegans.UCSC.ce2 (>= 1.3.11),
BSgenome.Dmelanogaster.UCSC.dm3 (>= 1.3.11),
BSgenome.Hsapiens.UCSC.hg18, drosophila2probe, hgu95av2probe,
hgu133aprobe, GenomicFeatures (>= 1.3.14), hgu95av2cdf, affy
(>= 1.41.3), affydata (>= 1.11.5), RUnit, BiocStyle, knitr,
testthat (>= 3.0.0), covr",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.2"
"biovizBase","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.54.0",NA,"R (>= 3.5.0), methods","grDevices, stats, scales, Hmisc, RColorBrewer, dichromat,
BiocGenerics, S4Vectors (>= 0.23.19), IRanges (>= 1.99.28),
GenomeInfoDb (>= 1.5.14), GenomicRanges (>= 1.23.21),
SummarizedExperiment, Biostrings (>= 2.33.11), Rsamtools (>=
1.17.28), GenomicAlignments (>= 1.1.16), GenomicFeatures (>=
1.21.19), AnnotationDbi, VariantAnnotation (>= 1.11.4),
ensembldb (>= 1.99.13), AnnotationFilter (>= 0.99.8), rlang",NA,"BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene, BSgenome, rtracklayer,
EnsDb.Hsapiens.v75, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"bipartite","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.21",NA,"R(>= 3.5.0), sna, vegan","corpcor, fields, igraph, MASS, methods, permute",NA,"knitr",NA,"GPL",NA,NA,NA,NA,"yes","4.4.1"
"BiRewire","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.38.0",NA,"igraph, slam, Rtsne, Matrix",NA,NA,"RUnit, BiocGenerics",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"BisqueRNA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.5",NA,"R (>= 3.5.0)","Biobase, limSolve, methods, stats",NA,"Seurat, plyr, knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"BisRNA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.2",NA,"R (>= 3.3.2)","MASS, graphics, stats, utils",NA,"IHW, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"bit","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.6.0",NA,"R (>= 3.4.0)",NA,NA,"testthat (>= 3.0.0), roxygen2, knitr, markdown, rmarkdown,
microbenchmark, bit64 (>= 4.0.0), ff (>= 4.0.0)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"bit64","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.6.0-1",NA,"R (>= 3.4.0), bit (>= 4.0.0)","graphics, methods, stats, utils",NA,"testthat (>= 3.0.3), withr",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"bitops","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0-9",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"blme","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0-6",NA,"R (>= 3.0-0), lme4 (>= 1.0-6)","methods, stats, utils",NA,"expint (>= 0.1-3), testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"blob","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.4",NA,NA,"methods, rlang, vctrs (>= 0.2.1)",NA,"covr, crayon, pillar (>= 1.2.1), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"blockcluster","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.5.5",NA,"R (>= 4.1.0), rtkore (>= 1.6.10)","methods","Rcpp, rtkore (>= 1.6.10)",NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.0"
"bluster","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.16.0",NA,NA,"stats, methods, utils, cluster, Matrix, Rcpp, igraph,
S4Vectors, BiocParallel, BiocNeighbors","Rcpp, assorthead","knitr, rmarkdown, testthat, BiocStyle, dynamicTreeCut,
scRNAseq, scuttle, scater, scran, pheatmap, viridis, mbkmeans,
kohonen, apcluster, DirichletMultinomial, vegan, fastcluster",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"BMKIT","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.2",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"bmp","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3",NA,NA,NA,NA,"pixmap, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"bnlearn","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","5.1",NA,"R (>= 4.4.0), methods",NA,NA,"parallel, graph, Rgraphviz, igraph, lattice, gRbase, gRain
(>= 1.3-3), Rmpfr, gmp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"bookdown","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.44",NA,"R (>= 3.5.0)","htmltools (>= 0.3.6), knitr (>= 1.38), rmarkdown (>= 2.14),
jquerylib, xfun (>= 0.48), tinytex (>= 0.12), yaml (>= 2.1.19)",NA,"bslib (>= 0.2.4), downlit (>= 0.4.0), htmlwidgets, jsonlite,
curl, rstudioapi, miniUI, rsconnect (>= 0.4.3), servr (>=
0.13), shiny, tibble, testit (>= 0.9), tufte, xml2, webshot,
testthat (>= 3.1.0), withr (>= 2.3.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"boot","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3-32","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","4.4.0"
"bootstrap","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2019.6",NA,"stats, R (>= 2.10.0)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"BradleyTerry2","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.3",NA,"R (>= 2.10)","brglm, gtools, lme4 (>= 1.0), qvcalc, stats",NA,"bookdown, knitr, litedown, prefmod, testthat","gnm","GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"brew","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0-10",NA,NA,NA,NA,"testthat (>= 3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"brglm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.7.2",NA,"R (>= 2.6.0), profileModel",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"brio","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.5",NA,"R (>= 3.6)",NA,NA,"covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"broom","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.9",NA,"R (>= 4.1)","backports, cli, dplyr (>= 1.0.0), generics (>= 0.0.2), glue,
lifecycle, purrr, rlang (>= 1.1.0), stringr, tibble (>= 3.0.0),
tidyr (>= 1.0.0)",NA,"AER, AUC, bbmle, betareg (>= 3.2-1), biglm, binGroup, boot,
btergm (>= 1.10.6), car (>= 3.1-2), carData, caret, cluster,
cmprsk, coda, covr, drc, e1071, emmeans, epiR (>= 2.0.85), ergm
(>= 3.10.4), fixest (>= 0.9.0), gam (>= 1.15), gee, geepack,
ggplot2, glmnet, glmnetUtils, gmm, Hmisc, interp, irlba,
joineRML, Kendall, knitr, ks, Lahman, lavaan (>= 0.6.18),
leaps, lfe, lm.beta, lme4, lmodel2, lmtest (>= 0.9.38),
lsmeans, maps, margins, MASS, mclust, mediation, metafor, mfx,
mgcv, mlogit, modeldata, modeltests (>= 0.1.6), muhaz,
multcomp, network, nnet, ordinal, plm, poLCA, psych, quantreg,
rmarkdown, robust, robustbase, rsample, sandwich, spatialreg,
spdep (>= 1.1), speedglm, spelling, survey, survival (>=
3.6-4), systemfit, testthat (>= 3.0.0), tseries, vars, zoo",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"bs4Dash","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3.5",NA,"R (>= 2.10)","bslib (>= 0.2.4), cli, fresh, htmltools (>= 0.5.1.1), httpuv
(>= 1.5.2), httr, jsonlite (>= 0.9.16), lifecycle, rlang (>=
1.1.0), shiny (>= 1.6.0), waiter (>= 0.2.3)",NA,"DT, golem, knitr, rmarkdown, testthat (>= 3.0.0), thematic
(>= 0.1.2)",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"bseqsc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0",NA,"R (>= 3.3.2), csSAM (>= 1.4)","Biobase, plyr, abind, pkgmaker, stringr, openxlsx, xbioc,
rngtools, ggplot2, dplyr, scales, AnnotationDbi, NMF (>=
0.30.4.900), e1071, parallel, preprocessCore, edgeR",NA,"BiocStyle, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"BSgenome","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.74.0",NA,"R (>= 2.8.0), methods, BiocGenerics (>= 0.13.8), S4Vectors (>=
0.17.28), IRanges (>= 2.13.16), GenomeInfoDb (>= 1.25.6),
GenomicRanges (>= 1.31.10), Biostrings (>= 2.47.6), BiocIO,
rtracklayer","utils, stats, matrixStats, XVector, Rsamtools",NA,"BiocManager, BSgenome.Celegans.UCSC.ce2,
BSgenome.Hsapiens.UCSC.hg38,
BSgenome.Hsapiens.UCSC.hg38.masked,
BSgenome.Mmusculus.UCSC.mm10, BSgenome.Rnorvegicus.UCSC.rn5,
BSgenome.Scerevisiae.UCSC.sacCer1,
BSgenome.Hsapiens.NCBI.GRCh38,
TxDb.Hsapiens.UCSC.hg38.knownGene,
TxDb.Mmusculus.UCSC.mm10.knownGene,
SNPlocs.Hsapiens.dbSNP144.GRCh38,
XtraSNPlocs.Hsapiens.dbSNP144.GRCh38, hgu95av2probe, RUnit,
BSgenomeForge",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"bslib","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.9.0",NA,"R (>= 2.10)","base64enc, cachem, fastmap (>= 1.1.1), grDevices, htmltools
(>= 0.5.8), jquerylib (>= 0.1.3), jsonlite, lifecycle, memoise
(>= 2.0.1), mime, rlang, sass (>= 0.4.9)",NA,"bsicons, curl, fontawesome, future, ggplot2, knitr, magrittr,
rappdirs, rmarkdown (>= 2.7), shiny (> 1.8.1), testthat,
thematic, tools, utils, withr, yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"bsplus","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.5",NA,"R (>= 3.3.0)","htmltools, magrittr, purrr, lubridate, stringr, rmarkdown,
glue, jsonlite, methods",NA,"testthat, shiny, covr, knitr, markdown, withr, litedown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"bsseq","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.42.0",NA,"R (>= 4.0), methods, BiocGenerics, GenomicRanges (>= 1.41.5),
SummarizedExperiment (>= 1.19.5)","IRanges (>= 2.23.9), GenomeInfoDb, scales, stats, parallel,
tools, graphics, Biobase, locfit, gtools, data.table (>=
1.11.8), S4Vectors (>= 0.27.12), R.utils (>= 2.0.0),
DelayedMatrixStats (>= 1.5.2), permute, limma, DelayedArray (>=
0.15.16), Rcpp, BiocParallel, BSgenome, Biostrings, utils,
HDF5Array (>= 1.19.11), rhdf5","Rcpp, beachmat","testthat, bsseqData, BiocStyle, rmarkdown, knitr, Matrix,
doParallel, rtracklayer, BSgenome.Hsapiens.UCSC.hg38, beachmat
(>= 1.5.2), batchtools",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"btw","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0.4.9000",NA,"R (>= 4.1.0)","mcptools, cli, clipr, dplyr, ellmer (>= 0.2.0), fs, jsonlite,
lifecycle, pkgsearch, rlang (>= 1.1.0), rmarkdown, rstudioapi,
S7, sessioninfo, skimr, tibble, utils, withr, xml2",NA,"bslib (>= 0.7.0), chromote, gh, pandoc, shiny, shinychat (>=
0.2.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"bumphunter","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.48.0",NA,"R (>= 3.5), S4Vectors (>= 0.9.25), IRanges (>= 2.3.23),
GenomeInfoDb, GenomicRanges, foreach, iterators, methods,
parallel, locfit","matrixStats, limma, doRNG, BiocGenerics, utils,
GenomicFeatures, AnnotationDbi, stats",NA,"testthat, RUnit, doParallel, txdbmaker, org.Hs.eg.db,
TxDb.Hsapiens.UCSC.hg19.knownGene",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"BumpyMatrix","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.14.0",NA,NA,"utils, methods, Matrix, S4Vectors, IRanges",NA,"BiocStyle, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"butcher","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.6",NA,"R (>= 3.6.0)","cli (>= 3.3.0), lobstr (>= 1.1.2), methods, purrr (>= 0.3.4),
rlang (>= 1.0.2), tibble (>= 3.1.7), utils, vctrs (>= 0.4.1)",NA,"C50, caret, ClusterR, clustMixType, covr, dbarts, ddalpha,
dplyr, e1071, earth, flexsurv, fs, ipred, kernlab, kknn, klaR,
knitr, MASS, mda, mgcv, modeldata, nnet, parsnip (>= 0.1.6),
pkgload, pls, QSARdata, randomForest, ranger, RANN, recipes (>=
0.2.0), rmarkdown, rpart, rsample, RSpectra, sparklyr, survival
(>= 3.2-10), testthat (>= 3.0.0), TH.data, usethis (>= 1.5.0),
xgboost (>= 1.3.2.1), xrf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"ca","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.71.1",NA,"R (>= 3.0.0)",NA,NA,"rgl (>= 0.64-10), vcd",NA,"GPL",NA,NA,NA,NA,"no","4.4.1"
"cachem","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.0",NA,NA,"rlang, fastmap (>= 1.2.0)",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"Cairo","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.6-5",NA,"R (>= 2.4.0)","grDevices, graphics",NA,"png","FastRWeb","GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"calculus","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.0",NA,NA,"Rcpp (>= 1.0.1)","Rcpp","cubature, testthat, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"calibrate","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.7.7",NA,"R (>= 3.5.0), MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"callr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.7.6",NA,"R (>= 3.4)","processx (>= 3.6.1), R6, utils",NA,"asciicast (>= 2.3.1), cli (>= 1.1.0), mockery, ps, rprojroot,
spelling, testthat (>= 3.2.0), withr (>= 2.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"CAMERA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.62.0",NA,"R (>= 3.5.0), methods, Biobase, xcms (>= 1.13.5)","methods, xcms, RBGL, graph, graphics, grDevices, stats, utils,
Hmisc, igraph",NA,"faahKO, RUnit, BiocGenerics, multtest","Rmpi, snow","GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"candisc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.9.0",NA,"R (>= 3.5.0), heplots (>= 0.8-6)","car, graphics, stats",NA,"rgl, carData, corrplot, knitr, rmarkdown, MASS, rpart,
rpart.plot",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"car","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.1-3",NA,"R (>= 3.5.0), carData (>= 3.0-0)","abind, Formula, MASS, mgcv, nnet, pbkrtest (>= 0.4-4),
quantreg, grDevices, utils, stats, graphics, lme4 (>=
1.1-27.1), nlme, scales",NA,"alr4, boot, coxme, effects, knitr, leaps, lmtest, Matrix,
MatrixModels, ordinal, plotrix, mvtnorm, rgl (>= 0.111.3), rio,
sandwich, SparseM, survival, survey",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"CARD","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1",NA,"R (>= 3.5.0)","Rcpp (>=
1.0.7),RcppArmadillo,SingleCellExperiment,SummarizedExperiment,
methods, MCMCpack, fields, wrMisc, concaveman, sp, dplyr, sf,
Matrix, RANN, ggplot2, reshape2, RColorBrewer, scatterpie,
grDevices, ggcorrplot, stats, nnls, pbmcapply, RcppML, NMF,
spatstat.random, gtools","Rcpp, RcppArmadillo","rmarkdown, knitr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.0"
"carData","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.0-5",NA,"R (>= 3.5.0)",NA,NA,"car (>= 3.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"caret","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","7.0-1",NA,"ggplot2, lattice (>= 0.20), R (>= 3.2.0)","e1071, foreach, grDevices, methods, ModelMetrics (>= 1.2.2.2),
nlme, plyr, pROC, recipes (>= 0.1.10), reshape2, stats, stats4,
utils, withr (>= 2.0.0)",NA,"BradleyTerry2, covr, Cubist, dplyr, earth (>= 2.2-3),
ellipse, fastICA, gam (>= 1.15), ipred, kernlab, klaR, knitr,
MASS, Matrix, mda, mgcv, mlbench, MLmetrics, nnet, pamr, party
(>= 0.9-99992), pls, proxy, randomForest, RANN, rmarkdown,
rpart, spls, superpc, testthat (>= 0.9.1), themis (>= 0.1.3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"CATALYST","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.30.2",NA,"R (>= 4.4), SingleCellExperiment","circlize, ComplexHeatmap, ConsensusClusterPlus, cowplot,
data.table, dplyr, drc, flowCore, FlowSOM, ggplot2, ggrepel,
ggridges, graphics, grDevices, grid, gridExtra, Matrix,
matrixStats, methods, nnls, purrr, RColorBrewer, reshape2,
Rtsne, SummarizedExperiment, S4Vectors, scales, scater, stats",NA,"BiocStyle, diffcyt, flowWorkspace, ggcyto, knitr, openCyto,
rmarkdown, testthat, uwot",NA,"GPL (>=2)",NA,NA,NA,NA,"no","4.4.2"
"Category","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.72.0",NA,"methods, stats4, BiocGenerics, AnnotationDbi, Biobase, Matrix","utils, stats, graph, RBGL, GSEABase, genefilter, annotate, DBI",NA,"EBarrays, ALL, Rgraphviz, RColorBrewer, xtable (>= 1.4-6),
hgu95av2.db, KEGGREST, karyoploteR, geneplotter, limma,
lattice, RUnit, org.Sc.sgd.db, GOstats, GO.db",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"caTools","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.18.3",NA,"R (>= 3.6.0)","bitops",NA,"MASS, rpart",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"cBioPortalData","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.18.2",NA,"R (>= 4.2.0), AnVIL (>= 1.7.1), MultiAssayExperiment","BiocFileCache (>= 1.5.3), digest, dplyr, GenomeInfoDb,
GenomicRanges, httr, IRanges, methods, readr, RaggedExperiment,
RTCGAToolbox (>= 2.19.7), S4Vectors, SummarizedExperiment,
stats, tibble, tidyr, TCGAutils (>= 1.9.4), utils",NA,"BiocStyle, knitr, survival, survminer, rmarkdown, testthat",NA,"AGPL-3",NA,NA,NA,NA,"no","4.4.3"
